team,draft_year,k,ewii_k,snap_share_k,dci_k,grp
CLE,2013,2,0.09352605801082355,0.0,0.0,double
CAR,2013,2,0.01980262729617973,0.0,0.0,zero
MIN,2013,2,0.0,0.08624708624708624,0.0,single
BUF,2013,2,0.2769867833350329,0.0,0.0,zero
BAL,2013,2,0.021506205220963463,0.0,0.0,single
DET,2013,2,0.1823215567939546,0.08647990255785627,0.01576715046573785,single
WAS,2013,2,-0.28768207245178107,0.0006419000240712509,-0.0001846631292316656,double
MIA,2013,2,0.2090917978585594,0.056182435098240356,0.011747286362762904,single
TEN,2013,2,0.09097177820572659,0.025276052449965492,0.002299407437394573,single
IND,2013,2,0.19845093872383823,0.0,0.0,zero
JAX,2013,2,-0.13353139262452274,0.11481944661560106,-0.015332000606958255,double
ATL,2013,2,-0.22957444164450025,0.16240131864318558,-0.037283192049839896,double
NYG,2013,2,0.05129329438755048,0.0,0.0,zero
PHI,2013,2,0.026668247082161273,0.0,0.0,zero
NE,2013,2,0.30830135965451666,0.0,0.0,single
DAL,2013,2,0.20585205420414898,0.07086275185121405,0.014587243035131273,zero
TB,2013,2,0.16705408466316624,0.0,0.0,single
KC,2013,2,0.6118015411059929,0.0,0.0,zero
NO,2013,2,0.17693070815907824,0.0,0.0,single
SEA,2014,2,-0.08408311721054132,0.0,-0.0,zero
CIN,2014,2,-0.016529301951210582,0.027933428117420757,-0.00046172006788528343,single
BUF,2014,2,-0.2441969605120421,0.0,-0.0,zero
ARI,2014,2,-0.14571181118139365,0.06919302994417188,-0.01008224171429369,single
CLE,2014,2,-0.5639354490799392,0.0,-0.0,single
NYG,2014,2,-0.516690743218389,0.0,-0.0,zero
SF,2014,2,-0.5596157879354228,0.0,-0.0,single
CAR,2014,2,0.10354067894084036,0.0,0.0,zero
NO,2014,2,-0.5549968420791281,0.0,-0.0,single
PIT,2014,2,0.018692133012152546,0.0,0.0,zero
MIA,2014,2,-0.31365755885504165,0.0,-0.0,zero
BAL,2014,2,-0.1251631429540059,0.0,-0.0,single
HOU,2014,2,0.1484200051182734,0.0,0.0,zero
TB,2014,2,-0.13062018241706408,0.0,-0.0,zero
NE,2014,2,0.08004270767353656,0.0,0.0,zero
DET,2014,2,-0.294799540220645,0.0,-0.0,zero
KC,2014,2,0.29849298855599654,0.0,0.0,single
NYJ,2014,2,0.20067069546215105,0.0717106995523567,0.014390235951248784,double
TEN,2014,2,0.0,0.0,0.0,zero
DEN,2014,2,0.3163373282121569,0.05448210326259107,0.017234722981466895,single
PHI,2014,2,0.15415067982725816,0.0,0.0,zero
IND,2014,2,0.02409755157906074,0.0,0.0,zero
LA,2014,2,0.1823215567939546,0.0,0.0,zero
MIN,2014,2,0.30673026742247544,0.0,0.0,zero
CHI,2014,2,0.07598590697792205,0.0,0.0,single
GB,2014,2,0.4144337780909247,0.0,0.0,single
WAS,2014,2,0.10821358464023279,0.0,0.0,zero
ATL,2014,2,0.3022808718729337,0.0,0.0,single
JAX,2014,2,0.1923718926474561,0.0,0.0,zero
DAL,2014,2,0.14953173397096364,0.0,0.0,zero
BUF,2015,2,-0.27698678333503296,0.0,-0.0,single
DEN,2015,2,0.016260520871780326,0.0,0.0,zero
SEA,2015,2,-0.33314444652853825,0.0,-0.0,zero
KC,2015,2,-0.0344861760711692,0.0,-0.0,single
HOU,2015,2,0.050430853626891904,0.0514118273841236,0.00259274234149977,single
SF,2015,2,-0.6090640633494041,0.0,-0.0,single
CLE,2015,2,-0.4989911661189879,0.0,-0.0,zero
GB,2015,2,-0.3697470255060851,0.0,-0.0,double
DET,2015,2,-0.49247648509779424,0.0,-0.0,single
MIA,2015,2,-0.019048194970694474,0.0,-0.0,zero
CIN,2015,2,0.109199291964992,0.0,0.0,zero
CAR,2015,2,-0.10318423623523063,0.0,-0.0,zero
IND,2015,2,-0.3285040669720361,0.0,-0.0,single
NE,2015,2,0.09716374845364788,0.0,0.0,single
MIN,2015,2,0.22314355131420976,0.08397131114513659,0.01873765657743626,single
BAL,2015,2,0.15718558352241235,0.0,0.0,zero
TEN,2015,2,-0.04445176257083381,0.0,-0.0,zero
LAC,2015,2,0.06453852113757116,0.0,0.0,zero
NYJ,2015,2,-0.17327172127403667,0.0,-0.0,zero
DAL,2015,2,0.0454623740767572,0.07917174177831912,0.00359933534103437,single
LA,2015,2,0.2326222952687535,0.0,0.0,zero
ARI,2015,2,0.3639653772014116,0.0,0.0,zero
NYG,2015,2,0.20294084399669038,0.07481646457147571,0.015183316464983766,single
TB,2015,2,0.0,0.0,0.0,zero
PHI,2015,2,0.10008345855698263,0.0,0.0,single
NO,2015,2,-0.05556985115481088,0.0,-0.0,zero
PIT,2015,2,0.3483066942682158,0.0,0.0,single
JAX,2015,2,0.47000362924573563,0.0,0.0,zero
WAS,2015,2,0.1923718926474561,0.0,0.0,zero
CHI,2015,2,0.24783616390458127,0.0,0.0,zero
ATL,2015,2,0.47803580094299974,0.0,0.0,single
KC,2016,2,-0.36593426935152906,0.0,-0.0,single
CAR,2016,2,-0.3732042458899428,0.09054436035378864,-0.033791539725422925,double
CIN,2016,2,-0.08701137698962981,0.08559465335373219,-0.007447708651258273,single
DEN,2016,2,-0.29334780998745813,0.09088607594936708,-0.026661231338100624,single
HOU,2016,2,-0.5050949490570059,0.0,-0.0,zero
SEA,2016,2,0.01739174271186924,0.0,0.0,zero
GB,2016,2,-0.4989911661189879,0.0,-0.0,zero
NYJ,2016,2,-0.3437715391028245,0.0,-0.0,zero
PIT,2016,2,-0.05715841383994864,0.11207872507184534,-0.006406242150310363,double
MIN,2016,2,0.12405264866997882,0.04943564616326888,0.006132622845265381,single
NE,2016,2,-0.23767165187711958,0.0,-0.0,single
ARI,2016,2,0.09352605801082355,0.006930289441500204,0.0006481626523375459,single
PHI,2016,2,0.1512309697239237,0.0,0.0,zero
LA,2016,2,0.11778303565638346,0.0,0.0,zero
BUF,2016,2,0.10109611687136881,0.0,0.0,zero
ATL,2016,2,0.0,0.0030802530802530805,0.0,single
BAL,2016,2,0.2708749541353995,0.0,0.0,zero
TEN,2016,2,0.1861022796338607,0.09064835737875891,0.01686986595325193,zero
TB,2016,2,-0.29546421289383606,0.0,-0.0,single
IND,2016,2,-0.30368241379822214,0.0,-0.0,single
CHI,2016,2,0.19845093872383823,0.0,0.0,zero
JAX,2016,2,0.4382549309311553,0.09046519886363637,0.03964681947965618,single
WAS,2016,2,0.20763936477824455,0.0,0.0,single
MIA,2016,2,-0.026668247082161294,0.06703397612488522,-0.0017876786381981402,single
LAC,2016,2,0.49995595152908684,0.0,0.0,zero
DAL,2016,2,0.30830135965451666,0.0,0.0,zero
DET,2016,2,0.294799540220645,0.0,0.0,zero
NYG,2016,2,0.1112256351102244,0.024531742085198077,0.0027285585937863767,double
CLE,2016,2,0.08701137698962969,0.0,0.0,zero
SF,2016,2,0.22314355131420976,0.0,0.0,single
NO,2016,2,0.3726752852851735,0.0,0.0,single
DEN,2017,2,-0.32047189527477177,0.0,-0.0,zero
HOU,2017,2,-0.1988508587451653,0.0,-0.0,zero
MIN,2017,2,-0.03390155167568134,0.0,-0.0,zero
ARI,2017,2,-0.0344861760711692,0.08986600336997512,-0.003099134815029247,single
CIN,2017,2,-0.5639354490799392,0.0,-0.0,zero
KC,2017,2,-0.17185025692665928,0.0,-0.0,zero
JAX,2017,2,0.05218575317057025,0.0,0.0,zero
BAL,2017,2,0.0870113769896299,0.08926215812153725,0.007766823291221031,single
NE,2017,2,-0.01869213301215252,0.0,-0.0,zero
LA,2017,2,-0.23262229526875347,0.0,-0.0,single
MIA,2017,2,-0.42488319396526614,0.0,-0.0,single
PIT,2017,2,0.01941808585710173,0.022289511312978384,0.0004328196443882546,single
ATL,2017,2,-0.06187540371808741,0.0,-0.0,zero
NYG,2017,2,-0.33647223662121306,0.0,-0.0,zero
LAC,2017,2,0.06062462181643484,0.0,0.0,zero
BUF,2017,2,0.26072626246325264,0.08377135348226018,0.021841391894917683,single
CAR,2017,2,-0.19105523676270922,0.0,-0.0,zero
DAL,2017,2,0.021978906718775167,0.13575348248205993,0.002983713128222074,double
TEN,2017,2,0.22314355131420976,0.053805237315875616,0.012006291733968324,single
SEA,2017,2,-0.07232066157962626,0.10277672118676302,-0.007432880471211493,single
PHI,2017,2,-0.1267517056391439,0.07408660351826793,-0.009390603360951459,double
CHI,2017,2,0.4135623183407838,0.0,0.0,single
WAS,2017,2,0.20294084399669038,0.053286253109702274,0.010813957179504247,single
TB,2017,2,-0.19782574332991992,0.0,-0.0,single
GB,2017,2,0.07598590697792205,0.0,0.0,double
NYJ,2017,2,0.17327172127403678,0.16884504726674887,0.029256071968505677,double
IND,2017,2,0.40546510810816455,0.08009153318077804,0.032474322159692814,double
NO,2017,2,0.028170876966696224,0.0,0.0,double
CLE,2017,2,0.4989911661189879,0.0,0.0,single
DET,2017,2,0.16705408466316624,0.0,0.0,single
SF,2017,2,0.3272129112084162,0.0,0.0,single
JAX,2018,2,-0.46357273891544515,0.0,-0.0,single
LAC,2018,2,-0.3732042458899428,0.0,-0.0,single
MIN,2018,2,-0.08701137698962981,0.014644882756285449,-0.0012742714144760821,single
BAL,2018,2,-0.017094433359299954,0.0,-0.0,zero
SEA,2018,2,-0.2992428948528569,0.0,-0.0,zero
PHI,2018,2,-0.258861633916289,0.0,-0.0,single
ARI,2018,2,-0.5913644862500029,0.0,-0.0,zero
CIN,2018,2,-0.5415972824327444,0.09006690684508492,-0.04877999198442114,single
LA,2018,2,0.05406722127027579,0.0,0.0,zero
TEN,2018,2,-0.12014431184206321,0.0,-0.0,single
BUF,2018,2,0.12629372532429206,0.0,0.0,zero
PIT,2018,2,0.16251892949777494,0.0761509746992949,0.012375974888341551,single
CHI,2018,2,0.0769610411361284,0.0,0.0,zero
DAL,2018,2,-0.06317890162153156,0.0,-0.0,zero
WAS,2018,2,-0.1823215567939546,0.0,-0.0,zero
DET,2018,2,-0.294799540220645,0.06107920071191651,-0.01800612028691748,single
ATL,2018,2,-0.19105523676270922,0.06973032008737293,-0.013322342813832534,single
NO,2018,2,0.16362942378180212,0.0,0.0,zero
DEN,2018,2,0.022472855852058576,0.0,0.0,zero
KC,2018,2,0.2641515750415867,0.0,0.0,zero
CAR,2018,2,0.15415067982725816,0.05142513736263736,0.007927219884660682,double
NE,2018,2,0.4135623183407838,0.0,0.0,single
SF,2018,2,0.42199441005937505,0.0,0.0,zero
NYJ,2018,2,0.2682639865946792,0.0,0.0,zero
NYG,2018,2,-0.05406722127027594,0.0,-0.0,zero
MIA,2018,2,-0.08455738802806312,0.0,-0.0,single
CLE,2018,2,0.32850406697203616,0.06053679398318832,0.01988658302492565,single
HOU,2018,2,0.055569851154810994,0.07287050713934022,0.004049403235308728,single
GB,2018,2,0.3448404862917296,0.0,0.0,double
LV,2018,2,0.0,0.0,0.0,zero
TB,2018,2,0.4855078157817008,0.0,0.0,single
IND,2018,2,0.2795848622191615,0.0,0.0,zero
CHI,2019,2,-0.27698678333503296,0.0,-0.0,single
BUF,2019,2,-0.14058195062118944,0.0,-0.0,zero
BAL,2019,2,-0.01680711831638129,0.0,-0.0,zero
JAX,2019,2,-0.6118015411059929,0.0,-0.0,zero
MIN,2019,2,-0.5050949490570059,0.0,-0.0,zero
ARI,2019,2,-0.05406722127027582,0.08133365011483329,-0.0043974844574778855,single
CLE,2019,2,-0.15415067982725836,0.04788961038961039,-0.0073822159982209765,double
TEN,2019,2,-0.24613306953890846,0.0,-0.0,zero
IND,2019,2,-0.16034265007517937,0.04924589617531872,-0.007896217498077744,single
NE,2019,2,-0.16362942378180204,0.0,-0.0,single
PIT,2019,2,0.15963014559188393,0.0020680995642218774,0.00033013103453525,single
LAC,2019,2,0.0,0.07730186024699078,0.0,single
HOU,2019,2,-0.3856624808119848,0.04284130503642699,-0.01652228398157141,single
WAS,2019,2,0.2025242641114741,0.0,0.0,zero
KC,2019,2,0.0408219945202552,0.0,0.0,single
ATL,2019,2,-0.3536400402435783,0.0,-0.0,single
DAL,2019,2,-0.09097177820572663,0.0,-0.0,zero
DEN,2019,2,-0.11778303565638351,0.0,-0.0,zero
NYJ,2019,2,-0.17327172127403667,0.0,-0.0,zero
SF,2019,2,0.24613306953890837,0.0,0.0,zero
LA,2019,2,0.38946476676172315,0.0,0.0,double
GB,2019,2,0.31177962403084153,0.0,0.0,single
SEA,2019,2,0.20294084399669038,0.008546394714162598,0.001734412556421011,single
DET,2019,2,-0.22957444164450025,0.08063745019920318,-0.018512297605118265,single
CAR,2019,2,0.14660347419187544,0.0,0.0,zero
PHI,2019,2,0.05264373348542188,0.0,0.0,zero
NO,2019,2,0.4769240720903095,0.0,0.0,double
NYG,2019,2,0.39589565709201385,0.0,0.0,single
MIA,2019,2,0.18721154208814636,0.0,0.0,zero
CIN,2019,2,0.08701137698962969,0.0,0.0,zero
TB,2019,2,0.5773153650348237,0.0,0.0,double
LV,2019,2,0.20359895524123955,0.0,0.0,zero
NE,2020,2,-0.01626052087178029,0.0,-0.0,single
SF,2020,2,-0.3496737484797488,0.0,-0.0,zero
PIT,2020,2,-0.2025242641114741,0.0,-0.0,zero
BUF,2020,2,0.049596941139372186,0.0,0.0,zero
BAL,2020,2,-0.5947071077466928,0.0,-0.0,zero
LA,2020,2,-0.017699577099400975,0.0,-0.0,zero
KC,2020,2,-0.3364722366212129,0.0,-0.0,zero
MIN,2020,2,-0.2231435513142097,0.0372336503723365,-0.008308448972474814,single
CHI,2020,2,-0.325422400434628,0.05523841504365346,-0.017975817619709976,single
NO,2020,2,0.018692133012152546,0.0,0.0,zero
TB,2020,2,0.109199291964992,0.0,0.0,single
NYJ,2020,2,-0.4978384282391794,0.0010446801671488268,-0.0005200819324260151,single
CLE,2020,2,0.16551443847757333,0.09064351890493282,0.015002811133181257,single
CAR,2020,2,-0.041672696400567956,0.053711859075180876,-0.002238317996350103,single
GB,2020,2,0.22314355131420976,0.0,0.0,zero
TEN,2020,2,-0.02150620522096362,0.05082503113325031,-0.0010930535499135464,single
DAL,2020,2,0.1786917887433759,0.0887578119514079,0.015860292182545265,single
DEN,2020,2,0.1445812288111077,0.00015894460780418025,2.298040670922796e-05,single
PHI,2020,2,0.14763599880606448,0.0,0.0,zero
SEA,2020,2,-0.12361395596717677,0.0,-0.0,zero
LAC,2020,2,-0.02409755157906064,0.0,-0.0,zero
IND,2020,2,0.25671984684781407,0.057357405336315705,0.01472478431352696,single
WAS,2020,2,-0.1053605156578264,0.0,-0.0,zero
JAX,2020,2,-0.13720112151348515,0.0,-0.0,single
ATL,2020,2,-0.026668247082161294,0.06474878444084278,-0.001726736581737996,single
HOU,2020,2,-0.05556985115481088,0.0,-0.0,zero
NYG,2020,2,0.4595323293784404,0.049219427580225496,0.022617918206614476,single
DET,2020,2,-0.05884050002293335,0.06346538615446179,-0.0037343350554770826,single
MIA,2020,2,0.3448404862917296,0.04387732258786658,0.015130677258379,single
LV,2020,2,0.4155154439616658,0.0,0.0,single
CIN,2020,2,0.2719337154836419,0.0,0.0,zero
ARI,2020,2,0.3726752852851735,0.0,0.0,zero
LA,2021,2,-0.29849298855599654,0.0,-0.0,zero
PIT,2021,2,-0.3496737484797488,0.0,-0.0,zero
WAS,2021,2,-0.12405264866997888,0.08305362579033643,-0.010303022260936502,single
BAL,2021,2,-0.14571181118139365,0.08537705844936037,-0.012440445819996008,zero
NO,2021,2,0.033901551675681416,0.0,0.0,single
TB,2021,2,-0.09180754925312286,0.0,-0.0,zero
GB,2021,2,-0.38776553100876343,0.0,-0.0,single
SF,2021,2,0.0,0.0,0.0,zero
ARI,2021,2,-0.11778303565638351,0.0,-0.0,single
BUF,2021,2,0.09015109699429748,0.0,0.0,zero
NYG,2021,2,-0.10109611687136875,0.0,-0.0,single
LAC,2021,2,-0.019802627296179643,0.0876736111111111,-0.0017361678445435276,single
KC,2021,2,0.0769610411361284,0.0,0.0,zero
SEA,2021,2,-0.2282586519809802,0.0,-0.0,single
CLE,2021,2,0.02061928720273561,0.06552940211596818,0.0013511695624526985,single
CHI,2021,2,-0.41616039722491244,0.0,-0.0,zero
IND,2021,2,-0.11506932978478723,0.0,-0.0,zero
NE,2021,2,0.23638877806423053,0.0,0.0,zero
CAR,2021,2,-0.17327172127403667,0.02378080303291401,-0.004120540674791843,single
TEN,2021,2,-0.17768117723745264,0.055379996839943116,-0.0098399830339275,single
DAL,2021,2,0.3398678256223509,0.0040413837698027805,0.0013735363143483306,single
MIA,2021,2,0.02409755157906074,0.05437370401658859,0.0013102731370843255,single
DEN,2021,2,0.3364722366212129,0.09019954940457033,0.03034964413038137,single
PHI,2021,2,0.4635727389154451,0.0,0.0,zero
LV,2021,2,-0.17185025692665928,0.0,-0.0,single
NYJ,2021,2,0.49995595152908684,0.0,0.0,zero
CIN,2021,2,0.2006706954621514,0.0,0.0,zero
MIN,2021,2,0.0,0.0,0.0,zero
HOU,2021,2,0.16251892949777494,0.0,0.0,zero
ATL,2021,2,0.02985296314968113,0.07537367116937095,0.0022501274278754137,single
JAX,2021,2,0.3409265869705932,0.11748834927642875,0.04005490192762182,single
DET,2021,2,0.06252035698133393,0.03806818181818182,0.002380036316903053,zero
BUF,2022,2,-0.08408311721054132,0.025679542203147353,-0.0021592159569802814,single
NE,2022,2,-0.15963014559188382,0.0,-0.0,single
GB,2022,2,-0.40546510810816444,0.0,-0.0,zero
CLE,2022,2,0.016807118316381407,0.06952364978195237,0.001168492207671938,single
TB,2022,2,-0.47692407209030946,0.0,-0.0,zero
NYG,2022,2,-0.15123096972392366,0.0553802723347725,-0.008375212288762628,zero
LA,2022,2,-0.24116205681688796,0.0,-0.0,single
DAL,2022,2,-0.0370412716803491,0.0,-0.0,zero
NO,2022,2,0.03636764417087479,0.0,0.0,single
IND,2022,2,-0.12014431184206321,0.09083044982698962,-0.010912761888768718,zero
DEN,2022,2,-0.34032580593720285,0.0,-0.0,single
PHI,2022,2,-0.21825356602001794,0.0,-0.0,zero
LV,2022,2,0.09531017980432493,0.0,0.0,zero
PIT,2022,2,-0.13062018241706408,0.0,-0.0,zero
MIA,2022,2,-0.04255961441879589,0.0,-0.0,zero
CAR,2022,2,0.0816780310142671,0.0,0.0,zero
TEN,2022,2,-0.16507975035944858,0.05644394502549918,-0.009317752354111844,single
ARI,2022,2,-0.28030196515415856,0.0,-0.0,zero
MIN,2022,2,0.022472855852058576,0.0,0.0,double
SF,2022,2,0.2992428948528569,0.0,0.0,zero
CIN,2022,2,-0.24116205681688824,0.1040901102412526,-0.02510258508007712,double
LAC,2022,2,-0.15822400521489416,0.0,-0.0,zero
KC,2022,2,0.38865798979178307,0.0,0.0,single
CHI,2022,2,0.32542240043462795,0.061717885417553416,0.02008438242232955,single
SEA,2022,2,0.0,0.0,0.0,zero
ATL,2022,2,0.26028309826366636,0.0,0.0,zero
WAS,2022,2,-0.14953173397096356,0.0,-0.0,zero
HOU,2022,2,0.1823215567939548,0.08463807578851827,0.015431345741807384,single
JAX,2022,2,0.38566248081198473,0.0,0.0,zero
DET,2022,2,-0.03077165866675366,0.09004113948614453,-0.0027707152102331946,zero
BAL,2022,2,0.661398482245365,0.0,0.0,zero
NYJ,2022,2,0.676886659688165,0.06969192999128851,0.04717353769902472,single
PIT,2013,3,-0.13815033848081718,0.0,-0.0,zero
SEA,2013,3,-0.06782259633876106,0.0,-0.0,zero
CHI,2013,3,-0.380772495517793,0.0,-0.0,zero
DEN,2013,3,0.0,0.004672157111181501,0.0,single
ARI,2013,3,-0.1286173778220937,0.047369311453222804,-0.006092516628351588,single
GB,2013,3,-0.017699577099400975,0.0,-0.0,zero
LA,2013,3,-0.15415067982725836,0.0,-0.0,zero
SF,2013,3,-0.5415972824327444,0.0,-0.0,single
NYJ,2013,3,0.018349138668196617,0.0,0.0,single
HOU,2013,3,0.09015109699429748,0.0,0.0,single
CIN,2013,3,0.14310084364067324,0.07627331270385548,0.010914775395190599,zero
CLE,2013,3,-0.4353180712578455,0.0,-0.0,double
CAR,2013,3,0.19885085874516534,0.0,0.0,zero
MIN,2013,3,0.09909090264423097,0.06903820816864295,0.00684105836437115,single
BUF,2013,3,0.0,0.0,0.0,zero
BAL,2013,3,-0.02197890671877523,0.004689535388623534,-0.00010307086086095201,single
DET,2013,3,-0.2513144282809062,0.06618193836238949,-0.01663247600206609,single
WAS,2013,3,-0.12062798778861475,0.0,-0.0,double
MIA,2013,3,-0.12361395596717677,0.0,-0.0,single
TEN,2013,3,0.04652001563489291,0.0,0.0,single
IND,2013,3,0.02409755157906074,0.0,0.0,zero
JAX,2013,3,0.0,0.0975156329220889,0.0,double
ATL,2013,3,0.1650797503594486,0.1287506819421713,0.021254130433622405,double
NYG,2013,3,-0.1112256351102245,0.0,-0.0,zero
PHI,2013,3,0.280902385466402,0.0,0.0,zero
NE,2013,3,0.3677247801253175,0.0,0.0,single
DAL,2013,3,0.028170876966696224,0.04684582284647235,0.0013196879118116196,zero
TB,2013,3,0.2646925542270823,0.0,0.0,single
KC,2013,3,0.661398482245365,0.0,0.0,zero
NO,2013,3,0.0,0.0,0.0,single
SEA,2014,3,-0.36593426935152906,0.0,-0.0,zero
