draft_year,team,pdx4_prev,rank_prev,pct_prev,n_teams,need_rank,db_picks_top3,db_capital_top3,total_capital_top3,cap_rank,BRG,grp
2001,NYG,0.76815564325331,6,0.8333333333333334,31,26,2,980.0,1046.0,1,25.0,double
2001,TB,1.2600285469920849,2,0.9666666666666668,31,30,2,230.0,1330.0,14,16.0,double
2001,IND,-0.2631978189310289,16,0.5,31,16,2,666.0,1286.0,5,11.0,double
2001,MIA,0.9118152281187446,4,0.9,31,28,1,700.0,1245.0,4,24.0,single
2001,BAL,1.4540355398688471,1,1.0,31,31,1,284.0,1016.0,11,20.0,single
2001,TEN,1.0288850893799844,3,0.9333333333333332,31,29,1,300.0,488.0,10,19.0,single
2001,BUF,0.384530840891053,11,0.6666666666666667,31,21,1,800.0,1560.0,2,19.0,single
2001,WAS,0.4453381628454232,10,0.7,31,22,1,450.0,1576.0,7,15.0,single
2001,DEN,-0.268513425552456,17,0.4666666666666667,31,15,1,740.0,1285.0,3,12.0,single
2001,DAL,0.3409516364261631,13,0.6,31,19,1,340.0,838.0,9,10.0,single
2001,GB,0.1989951287386586,14,0.5666666666666667,31,18,1,235.0,2025.0,13,5.0,single
2001,NE,-0.3864866065398152,20,0.3666666666666667,31,12,1,160.0,2180.0,15,-3.0,single
2001,SEA,-1.5049963681784633,31,0.0,31,1,1,500.0,2800.0,6,-5.0,single
2001,ARI,-0.9283366716964886,30,0.0333333333333333,31,2,1,360.0,3520.0,8,-6.0,single
2001,MIN,-0.7718950528090796,27,0.1333333333333333,31,5,1,245.0,1255.0,12,-7.0,single
2001,PHI,0.836530370123147,5,0.8666666666666667,31,27,0,0.0,1346.0,16,11.0,zero
2001,DET,0.6750210690990143,7,0.8,31,25,0,0.0,1592.0,16,9.0,zero
2001,NYJ,0.6066370336751964,8,0.7666666666666666,31,24,0,0.0,1605.0,16,8.0,zero
2001,PIT,0.5369119856001072,9,0.7333333333333334,31,23,0,0.0,1457.0,16,7.0,zero
2001,LV,0.3728565456233994,12,0.6333333333333333,31,20,0,0.0,0.0,16,4.0,zero
2001,LAC,0.1827070923589808,15,0.5333333333333333,31,17,0,0.0,0.0,16,1.0,zero
2001,KC,-0.3165865022692185,18,0.4333333333333333,31,14,0,0.0,500.0,16,-2.0,zero
2001,NO,-0.3691674311980585,19,0.4,31,13,0,0.0,1185.0,16,-3.0,zero
2001,CLE,-0.4228273583991518,21,0.3333333333333333,31,11,0,0.0,3045.0,16,-5.0,zero
2001,CAR,-0.4911979275516674,22,0.3,31,10,0,0.0,1930.0,16,-6.0,zero
2001,CHI,-0.5177594934582588,23,0.2666666666666667,31,9,0,0.0,2170.0,16,-7.0,zero
2001,CIN,-0.6370403582735054,24,0.2333333333333332,31,8,0,0.0,2600.0,16,-8.0,zero
2001,ATL,-0.6874414095033895,25,0.1999999999999999,31,7,0,0.0,3654.0,16,-9.0,zero
2001,JAX,-0.7620682081589142,26,0.1666666666666666,31,6,0,0.0,1845.0,16,-10.0,zero
2001,LA,-0.7932300158058516,28,0.0999999999999999,31,4,0,0.0,0.0,16,-12.0,zero
2001,SF,-0.8826552646687912,29,0.0666666666666666,31,3,0,0.0,2120.0,16,-13.0,zero
2002,PHI,1.0575520527395057,3,0.9333333333333332,31,29,3,1330.0,1330.0,2,27.0,double
2002,BAL,0.9686897403025568,4,0.9,31,28,1,740.0,1190.0,3,25.0,single
2002,DAL,0.2667377291910652,11,0.6666666666666667,31,21,1,1400.0,2206.0,1,20.0,single
2002,PIT,1.1103692202040454,2,0.9666666666666668,31,30,1,124.0,1028.0,14,16.0,single
2002,SF,0.2447624432737189,13,0.6,31,19,1,680.0,1017.0,4,15.0,single
2002,GB,0.8691705499539715,6,0.8333333333333334,31,26,1,132.0,1020.5,13,13.0,single
2002,NYJ,0.2658701258747906,12,0.6333333333333333,31,20,1,330.0,1260.0,7,13.0,single
2002,CHI,0.3662495373027764,10,0.7,31,22,1,230.0,998.0,10,12.0,single
2002,TB,0.706548495753502,7,0.8,31,25,1,28.6,244.6,15,10.0,single
2002,CIN,-0.1215869869938805,19,0.4,31,13,1,490.0,2045.0,5,8.0,single
2002,MIA,0.4922651578576401,9,0.7333333333333334,31,23,1,27.0,233.0,16,7.0,single
2002,WAS,0.2038668861647944,15,0.5333333333333333,31,17,1,195.0,1125.0,12,5.0,single
2002,DET,-0.8133641040770673,26,0.1666666666666666,31,6,1,250.0,3000.0,8,-2.0,single
2002,IND,-0.7055218026105212,25,0.1999999999999999,31,7,1,220.0,1950.0,11,-4.0,single
2002,TEN,-1.34312520027629,30,0.0333333333333333,31,2,1,450.0,1705.0,6,-4.0,single
2002,MIN,-1.1529777017136749,28,0.0999999999999999,31,4,1,240.0,2260.0,9,-5.0,single
2002,CLE,1.3941873089698749,1,1.0,31,31,0,0.0,1640.0,17,14.0,zero
2002,LA,0.9480092637628844,5,0.8666666666666667,31,27,0,0.0,0.0,17,10.0,zero
2002,LV,0.5616353041615606,8,0.7666666666666666,31,24,0,0.0,0.0,17,7.0,zero
2002,NE,0.2102099422473284,14,0.5666666666666667,31,18,0,0.0,1125.0,17,1.0,zero
2002,DEN,0.1096044901830298,16,0.5,31,16,0,0.0,1381.0,17,-1.0,zero
2002,LAC,0.1015658810094273,17,0.4666666666666667,31,15,0,0.0,0.0,17,-2.0,zero
2002,SEA,-0.0127211885661312,18,0.4333333333333333,31,14,0,0.0,1320.0,17,-3.0,zero
2002,JAX,-0.2371281302859178,20,0.3666666666666667,31,12,0,0.0,1995.0,17,-5.0,zero
2002,NYG,-0.4271302163972452,21,0.3333333333333333,31,11,0,0.0,1740.0,17,-6.0,zero
2002,ARI,-0.4610035154480532,22,0.3,31,10,0,0.0,1795.0,17,-7.0,zero
2002,KC,-0.4827488921634009,23,0.2666666666666667,31,9,0,0.0,2150.0,17,-8.0,zero
2002,CAR,-0.6004189773137123,24,0.2333333333333332,31,8,0,0.0,3385.0,17,-9.0,zero
2002,BUF,-1.0113766876956976,27,0.1333333333333333,31,5,0,0.0,2632.0,17,-12.0,zero
2002,NO,-1.1642991180153126,29,0.0666666666666666,31,3,0,0.0,2330.0,17,-14.0,zero
2002,ATL,-1.3438916073955076,31,0.0,31,1,0,0.0,1152.0,17,-16.0,zero
2003,SEA,0.2952609185506002,12,0.6451612903225806,32,21,2,1730.0,1955.0,1,20.0,double
2003,PIT,0.1635529596942855,13,0.6129032258064516,32,20,2,1047.0,1357.0,3,17.0,double
2003,IND,-0.0133006795813823,19,0.4193548387096774,32,14,2,460.0,1200.0,8,6.0,double
2003,NE,0.55757194304703,6,0.8387096774193549,32,27,1,540.0,2140.0,6,21.0,single
2003,DAL,0.1159034047517417,15,0.5483870967741935,32,18,1,1700.0,2465.0,2,16.0,single
2003,ATL,0.3270013509644464,9,0.7419354838709677,32,24,1,350.0,429.8,9,15.0,single
2003,TEN,0.1033095022559083,18,0.4516129032258065,32,15,1,660.0,1088.0,4,11.0,single
2003,JAX,0.1154216868197834,16,0.5161290322580645,32,17,1,510.0,2240.0,7,10.0,single
2003,CHI,-0.5244356323960031,25,0.2258064516129032,32,8,1,550.0,2430.0,5,3.0,single
2003,CLE,-0.1651565686866113,21,0.3548387096774194,32,12,1,170.0,1350.0,10,2.0,single
2003,KC,-0.6288356228733133,27,0.1612903225806451,32,6,1,132.0,1242.0,11,-5.0,single
2003,TB,1.959837328202908,1,1.0,32,32,0,0.0,424.0,12,20.0,zero
2003,GB,1.1383007243540613,2,0.967741935483871,32,31,0,0.0,867.6,12,19.0,zero
2003,PHI,0.7869844241100705,3,0.935483870967742,32,30,0,0.0,1462.0,12,18.0,zero
2003,LV,0.7815781691165815,4,0.9032258064516128,32,29,0,0.0,0.0,12,17.0,zero
2003,CAR,0.6116895102676252,5,0.8709677419354839,32,28,0,0.0,2010.0,12,16.0,zero
2003,WAS,0.4841529774050706,7,0.8064516129032258,32,26,0,0.0,647.0,12,14.0,zero
2003,MIA,0.4797571609594785,8,0.7741935483870968,32,25,0,0.0,765.0,12,13.0,zero
2003,BAL,0.3195753563466885,10,0.7096774193548387,32,23,0,0.0,2380.0,12,11.0,zero
2003,DEN,0.3112402875328038,11,0.6774193548387097,32,22,0,0.0,1318.0,12,10.0,zero
2003,NYG,0.1568221869856801,14,0.5806451612903225,32,19,0,0.0,1196.0,12,7.0,zero
2003,NYJ,0.1118599704475947,17,0.4838709677419355,32,16,0,0.0,2335.0,12,4.0,zero
2003,NO,-0.1548443439104386,20,0.3870967741935484,32,13,0,0.0,2290.0,12,1.0,zero
2003,SF,-0.1905904749013717,22,0.3225806451612903,32,11,0,0.0,1175.0,12,-1.0,zero
2003,HOU,-0.2471748152959763,23,0.2903225806451612,32,10,0,0.0,2945.0,12,-2.0,zero
2003,BUF,-0.3607023002119982,24,0.2580645161290322,32,9,0,0.0,1304.0,12,-3.0,zero
2003,LAC,-0.5321175870917162,26,0.1935483870967742,32,7,0,0.0,0.0,12,-5.0,zero
2003,LA,-0.6895046256859724,28,0.1290322580645161,32,5,0,0.0,0.0,12,-7.0,zero
2003,ARI,-1.0823036809638564,29,0.0967741935483871,32,4,0,0.0,2210.0,12,-8.0,zero
2003,DET,-1.1180215036422378,30,0.0645161290322581,32,3,0,0.0,3420.0,12,-9.0,zero
2003,CIN,-1.2674402638204836,31,0.032258064516129,32,2,0,0.0,3845.0,12,-10.0,zero
2003,MIN,-1.845391762750992,32,0.0,32,1,0,0.0,2085.0,12,-11.0,zero
2004,GB,0.4580212598170161,8,0.7741935483870968,32,25,2,960.0,1190.0,4,21.0,double
2004,PHI,0.3218329044551872,10,0.7096774193548387,32,23,2,188.0,1188.0,13,10.0,double
2004,CIN,-0.3805683639269548,23,0.2903225806451612,32,10,2,750.0,1450.0,5,5.0,double
2004,HOU,-1.4429569954647274,32,0.0,32,1,2,1350.0,2030.0,3,-2.0,double
2004,CAR,0.5149281701517788,7,0.8064516129032258,32,26,1,660.0,1068.0,6,20.0,single
2004,CLE,0.7848630085943544,5,0.8709677419354839,32,28,1,310.0,1992.0,11,17.0,single
2004,TB,0.935299552374622,4,0.9032258064516128,32,29,1,72.0,1317.0,15,14.0,single
2004,MIA,0.3403472441249187,9,0.7419354838709677,32,24,1,92.0,994.4,14,10.0,single
2004,SF,0.1790723555191669,14,0.5806451612903225,32,19,1,320.0,1360.0,10,9.0,single
2004,SEA,0.1439925980423637,15,0.5483870967741935,32,18,1,370.0,1300.0,9,9.0,single
2004,WAS,-0.4381088319154856,24,0.2580645161290322,32,9,1,1700.0,1916.0,1,8.0,single
2004,IND,0.0242070771823635,18,0.4516129032258065,32,15,1,460.0,955.0,8,7.0,single
2004,PIT,-0.2669449513673643,22,0.3225806451612903,32,11,1,520.0,1985.0,7,4.0,single
2004,ATL,-1.233564599557802,30,0.0645161290322581,32,3,1,1400.0,2180.0,2,1.0,single
2004,NYJ,-0.6612372961576187,26,0.1935483870967742,32,7,1,210.0,1488.0,12,-5.0,single
2004,BAL,1.5711579289303037,1,1.0,32,32,0,0.0,600.2,16,16.0,zero
2004,NE,1.2981966995572165,2,0.967741935483871,32,31,0,0.0,1666.0,16,15.0,zero
2004,BUF,1.1009037872127068,3,0.935483870967742,32,30,0,0.0,2150.0,16,14.0,zero
2004,DAL,0.6440343836092278,6,0.8387096774193549,32,27,0,0.0,1025.0,16,11.0,zero
2004,LA,0.2934098134473845,11,0.6774193548387097,32,22,0,0.0,0.0,16,6.0,zero
2004,NO,0.2265997920588127,12,0.6451612903225806,32,21,0,0.0,1600.0,16,5.0,zero
2004,CHI,0.2264511360676133,13,0.6129032258064516,32,20,0,0.0,1730.0,16,4.0,zero
2004,TEN,0.059927391438604,16,0.5161290322580645,32,17,0,0.0,1310.0,16,1.0,zero
2004,KC,0.0302713480903145,17,0.4838709677419355,32,16,0,0.0,960.0,16,0.0,zero
2004,MIN,-0.0553206767527861,19,0.4193548387096774,32,14,0,0.0,1420.0,16,-2.0,zero
2004,DEN,-0.0567971037295419,20,0.3870967741935484,32,13,0,0.0,1800.0,16,-3.0,zero
2004,JAX,-0.1463619706347671,21,0.3548387096774194,32,12,0,0.0,2210.0,16,-4.0,zero
2004,LAC,-0.4976527263501729,25,0.2258064516129032,32,8,0,0.0,0.0,16,-8.0,zero
2004,DET,-0.723713169748299,27,0.1612903225806451,32,6,0,0.0,2650.0,16,-10.0,zero
2004,NYG,-0.7653387228955563,28,0.1290322580645161,32,5,0,0.0,2472.0,16,-11.0,zero
2004,ARI,-1.1871688655975188,29,0.0967741935483871,32,4,0,0.0,3050.0,16,-12.0,zero
2004,LV,-1.2977821765753594,31,0.032258064516129,32,2,0,0.0,0.0,16,-14.0,zero
2005,ARI,0.8388820451199852,5,0.8709677419354839,32,28,2,1615.0,2075.0,1,27.0,double
2005,DEN,-0.1388049234318216,22,0.3225806451612903,32,11,3,662.0,662.0,5,6.0,double
2005,IND,-0.3634481374867715,25,0.2258064516129032,32,8,2,940.0,1072.0,4,4.0,double
2005,WAS,1.0995559229167593,2,0.967741935483871,32,31,1,1350.0,2124.0,3,28.0,single
2005,PIT,1.070798258186164,3,0.935483870967742,32,30,1,284.0,1032.0,11,19.0,single
2005,CLE,0.5532144383972524,10,0.7096774193548387,32,23,1,560.0,3015.0,6,17.0,single
2005,NE,0.6134558736489142,8,0.7741935483870968,32,25,1,170.0,860.0,13,12.0,single
2005,NYG,0.0227388280477622,16,0.5161290322580645,32,17,1,470.0,764.0,8,9.0,single
2005,NYJ,-0.0167525804292489,18,0.4516129032258065,32,15,1,330.0,910.0,10,5.0,single
2005,DET,-0.0019096862747923,17,0.4838709677419355,32,16,1,230.0,2060.0,12,4.0,single
2005,TEN,-0.8131752549503644,27,0.1612903225806451,32,6,1,1600.0,2340.0,2,4.0,single
2005,JAX,-0.0260508937601901,19,0.4193548387096774,32,14,1,155.0,1335.0,14,0.0,single
2005,NO,-0.9923709878856568,28,0.1290322580645161,32,5,1,500.0,1830.0,7,-2.0,single
2005,GB,-1.0522763780957225,29,0.0967741935483871,32,4,1,390.0,1450.0,9,-5.0,single
2005,BUF,1.6924943462845774,1,1.0,32,32,0,0.0,560.0,15,17.0,zero
2005,TB,0.8902764170254145,4,0.9032258064516128,32,29,0,0.0,2475.0,15,14.0,zero
2005,MIA,0.6924253289914241,6,0.8387096774193549,32,27,0,0.0,3280.0,15,12.0,zero
2005,PHI,0.6260028053712479,7,0.8064516129032258,32,26,0,0.0,1426.0,15,11.0,zero
2005,BAL,0.5872972343845089,9,0.7419354838709677,32,24,0,0.0,1420.0,15,9.0,zero
2005,CIN,0.2946707125611389,11,0.6774193548387097,32,22,0,0.0,1545.0,15,7.0,zero
2005,SEA,0.2089707939663658,12,0.6451612903225806,32,21,0,0.0,1315.0,15,6.0,zero
2005,CHI,0.0625245288857695,13,0.6129032258064516,32,20,0,0.0,2392.0,15,5.0,zero
2005,CAR,0.0605087626318686,14,0.5806451612903225,32,19,0,0.0,1655.0,15,4.0,zero
2005,LA,0.0252998536181387,15,0.5483870967741935,32,18,0,0.0,0.0,15,3.0,zero
2005,ATL,-0.1000292442195671,20,0.3870967741935484,32,13,0,0.0,1130.0,15,-2.0,zero
2005,HOU,-0.1040070158375474,21,0.3548387096774194,32,12,0,0.0,1291.0,15,-3.0,zero
2005,LAC,-0.3111297247183799,23,0.2903225806451612,32,10,0,0.0,0.0,15,-5.0,zero
2005,DAL,-0.3188991726297411,24,0.2580645161290322,32,9,0,0.0,2580.0,15,-6.0,zero
2005,MIN,-0.6914362161806316,26,0.1935483870967742,32,7,0,0.0,2810.0,15,-8.0,zero
2005,SF,-1.081707834534002,30,0.0645161290322581,32,3,0,0.0,3845.0,15,-12.0,zero
2005,LV,-1.565757093430898,31,0.032258064516129,32,2,0,0.0,0.0,15,-13.0,zero
2005,KC,-1.76136100617196,32,0.0,32,1,0,0.0,1216.0,15,-14.0,zero
2006,CHI,1.3445530313960026,1,1.0,32,32,2,810.0,1035.0,3,29.0,double
2006,BUF,-0.4846628253667175,25,0.2258064516129032,32,8,2,1640.0,2340.0,1,7.0,double
2006,ATL,0.7176493800955078,4,0.9032258064516128,32,29,1,530.0,761.5,6,23.0,single
2006,MIA,0.4097497703373954,10,0.7096774193548387,32,23,1,1000.0,1246.0,2,21.0,single
2006,CAR,1.2699015730944043,2,0.967741935483871,32,31,1,320.0,1150.0,11,20.0,single
2006,BAL,0.8593637625091505,3,0.935483870967742,32,30,1,155.0,1695.0,14,16.0,single
2006,SEA,0.3032157892255173,12,0.6451612903225806,32,21,1,600.0,920.0,5,16.0,single
2006,PIT,0.6309492908202595,5,0.8709677419354839,32,28,1,175.0,1015.0,13,15.0,single
2006,MIN,0.4659759611453842,9,0.7419354838709677,32,24,1,420.0,1760.0,9,15.0,single
2006,DET,0.1430260481036646,15,0.5483870967741935,32,18,1,500.0,2070.0,7,11.0,single
2006,WAS,0.4773209366984413,8,0.7741935483870968,32,25,1,22.2,602.4,16,9.0,single
2006,CIN,-0.4010615126551466,24,0.2580645161290322,32,9,1,740.0,1226.0,4,5.0,single
2006,IND,0.0914075180383127,17,0.4838709677419355,32,16,1,284.0,1028.0,12,4.0,single
2006,KC,-0.2983306500361358,23,0.2903225806451612,32,10,1,360.0,1375.0,10,0.0,single
2006,NO,-1.0941461579024665,30,0.0645161290322581,32,3,1,470.0,3148.0,8,-5.0,single
2006,TEN,-0.7345855833488031,28,0.1290322580645161,32,5,1,92.0,2742.0,15,-10.0,single
2006,JAX,0.5961958629618749,6,0.8387096774193549,32,27,0,0.0,1150.0,17,10.0,zero
2006,NYJ,0.5703800222270254,7,0.8064516129032258,32,26,0,0.0,2850.0,17,9.0,zero
2006,TB,0.3961415862265862,11,0.6774193548387097,32,22,0,0.0,1210.0,17,5.0,zero
2006,DAL,0.2690956953228181,13,0.6129032258064516,32,20,0,0.0,1402.0,17,3.0,zero
2006,DEN,0.1742038393611467,14,0.5806451612903225,32,19,0,0.0,1598.0,17,2.0,zero
2006,CLE,0.1037111874572464,16,0.5161290322580645,32,17,0,0.0,1910.0,17,0.0,zero
2006,GB,0.078762624847588,18,0.4516129032258065,32,15,0,0.0,2510.0,17,-2.0,zero
2006,ARI,0.0479905544001316,19,0.4193548387096774,32,14,0,0.0,2020.0,17,-3.0,zero
2006,NYG,-0.0438265654415836,20,0.3870967741935484,32,13,0,0.0,1166.0,17,-4.0,zero
2006,LAC,-0.140296036551326,21,0.3548387096774194,32,12,0,0.0,0.0,17,-5.0,zero
2006,PHI,-0.1443270214787007,22,0.3225806451612903,32,11,0,0.0,1845.0,17,-6.0,zero
2006,LV,-0.544030710340815,26,0.1935483870967742,32,7,0,0.0,0.0,17,-10.0,zero
2006,LA,-0.6302886256151217,27,0.1612903225806451,32,6,0,0.0,0.0,17,-11.0,zero
2006,NE,-0.819031864887817,29,0.0967741935483871,32,4,0,0.0,1500.0,17,-13.0,zero
2006,HOU,-1.713123152220649,31,0.032258064516129,32,2,0,0.0,3845.0,17,-15.0,zero
2006,SF,-1.9018837284231715,32,0.0,32,1,0,0.0,2550.0,17,-16.0,zero
2007,CIN,-0.6005010881102688,26,0.1935483870967742,32,7,2,966.0,1376.0,3,4.0,double
2007,JAX,0.8038527124130053,5,0.8709677419354839,32,28,1,800.0,1415.0,6,22.0,single
2007,NYJ,0.4798888125715731,9,0.7419354838709677,32,24,1,1100.0,1550.6,2,22.0,single
2007,IND,0.7984819060841497,6,0.8387096774193549,32,27,1,120.0,1190.0,13,14.0,single
2007,CLE,0.2246432062271564,12,0.6451612903225806,32,21,1,370.0,3350.0,9,12.0,single
2007,NE,0.1268751857419806,15,0.5483870967741935,32,18,1,740.0,808.0,7,11.0,single
2007,SEA,0.144914960966854,14,0.5806451612903225,32,19,1,350.0,569.0,10,9.0,single
2007,NYG,-0.1053495171895569,19,0.4193548387096774,32,14,1,850.0,1425.0,5,9.0,single
2007,NO,-0.0013846191459518,17,0.4838709677419355,32,16,1,260.0,1090.0,11,5.0,single
