draft_year,team,pdx4_prev,rank_prev,pct_prev,n_teams,need_rank,db_picks_top3,db_capital_top3,total_capital_top3,cap_rank,BRG,grp
2013,NE,-0.7852174169441336,27,0.1612903225806451,32,6,1,175.0,865.0,16,-10.0,single
2013,PIT,1.1706222541852842,1,1.0,32,32,0,0.0,1565.0,18,14.0,zero
2013,SEA,1.154447041585654,2,0.967741935483871,32,31,0,0.0,488.0,18,13.0,zero
2013,CHI,1.140223082503366,3,0.935483870967742,32,30,0,0.0,1310.0,18,12.0,zero
2013,GB,0.670477440945166,6,0.8387096774193549,32,27,0,0.0,1068.0,18,9.0,zero
2013,LA,0.5812917748766917,7,0.8064516129032258,32,26,0,0.0,0.0,18,8.0,zero
2013,CIN,0.3659027810361417,11,0.6774193548387097,32,22,0,0.0,1700.0,18,4.0,zero
2013,CAR,0.3012681843712929,13,0.6129032258064516,32,20,0,0.0,1638.0,18,2.0,zero
2013,LAC,0.2813541196626419,14,0.5806451612903225,32,19,0,0.0,0.0,18,1.0,zero
2013,BUF,0.1948686860591065,16,0.5161290322580645,32,17,0,0.0,1930.0,18,-1.0,zero
2013,IND,-0.5567288943356423,22,0.3225806451612903,32,11,0,0.0,952.0,18,-7.0,zero
2013,NYG,-0.7407650111455353,25,0.2258064516129032,32,8,0,0.0,1470.0,18,-10.0,zero
2013,PHI,-0.7485001256780031,26,0.1935483870967742,32,7,0,0.0,2605.0,18,-11.0,zero
2013,DAL,-0.8299461512024162,28,0.1290322580645161,32,5,0,0.0,1250.0,18,-13.0,zero
2013,LV,-0.9219863118062308,29,0.0967741935483871,32,4,0,0.0,0.0,18,-14.0,zero
2013,KC,-1.1215350216481077,31,0.032258064516129,32,2,0,0.0,3392.0,18,-16.0,zero
2014,NYJ,-0.1424677983062667,18,0.4516129032258065,32,15,2,1090.0,1500.0,3,12.0,double
2014,CLE,0.8522462495334456,5,0.8709677419354839,32,28,1,1400.0,2730.0,1,27.0,single
2014,CIN,1.4106844291316656,2,0.967741935483871,32,31,1,740.0,1240.0,5,26.0,single
2014,ARI,0.862582995115202,4,0.9032258064516128,32,29,1,680.0,1230.0,6,23.0,single
2014,SF,0.6551895214016369,7,0.8064516129032258,32,26,1,620.0,1190.0,7,19.0,single
2014,NO,0.637884876995312,9,0.7419354838709677,32,24,1,320.0,1216.0,9,15.0,single
2014,BAL,0.2472611575111531,12,0.6451612903225806,32,21,1,195.0,1565.0,11,10.0,single
2014,CHI,-0.6817707279180888,25,0.2258064516129032,32,8,1,1100.0,1670.0,2,6.0,single
2014,DEN,-0.1494562689350733,20,0.3870967741935484,32,13,1,600.0,1060.0,8,5.0,single
2014,KC,-0.1054729448390257,17,0.4838709677419355,32,16,1,155.0,963.0,12,4.0,single
2014,GB,-0.7967185524246132,26,0.1935483870967742,32,7,1,800.0,1335.0,4,3.0,single
2014,ATL,-1.0411325849372923,29,0.0967741935483871,32,4,1,250.0,2380.0,10,-6.0,single
2014,SEA,1.9163404747159536,1,1.0,32,32,0,0.0,798.0,13,19.0,zero
2014,BUF,1.3086072507279587,3,0.935483870967742,32,30,0,0.0,2485.0,13,17.0,zero
2014,NYG,0.8084200728101271,6,0.8387096774193549,32,27,0,0.0,1890.0,13,14.0,zero
2014,CAR,0.6409421702717678,8,0.7741935483870968,32,25,0,0.0,1092.0,13,12.0,zero
2014,PIT,0.3350053982156846,10,0.7096774193548387,32,23,0,0.0,1602.0,13,10.0,zero
2014,MIA,0.2742364769527976,11,0.6774193548387097,32,22,0,0.0,1406.0,13,9.0,zero
2014,HOU,0.1553783645872312,13,0.6129032258064516,32,20,0,0.0,3845.0,13,7.0,zero
2014,TB,-0.023940155341491,14,0.5806451612903225,32,19,0,0.0,2265.0,13,6.0,zero
2014,NE,-0.0797190144876128,15,0.5483870967741935,32,18,0,0.0,1008.0,13,5.0,zero
2014,DET,-0.1017278945597651,16,0.5161290322580645,32,17,0,0.0,2010.0,13,4.0,zero
2014,TEN,-0.145176026061727,19,0.4193548387096774,32,14,0,0.0,1680.0,13,1.0,zero
2014,PHI,-0.2418965845715097,21,0.3548387096774194,32,12,0,0.0,1340.0,13,-1.0,zero
2014,IND,-0.2826011255626117,22,0.3225806451612903,32,11,0,0.0,475.0,13,-2.0,zero
2014,LA,-0.5391338409454586,23,0.2903225806451612,32,10,0,0.0,0.0,13,-3.0,zero
2014,MIN,-0.617389046632955,24,0.2580645161290322,32,9,0,0.0,2170.0,13,-4.0,zero
2014,LAC,-0.8773255063495424,27,0.1612903225806451,32,6,0,0.0,0.0,13,-7.0,zero
2014,WAS,-0.9570927523137632,28,0.1290322580645161,32,5,0,0.0,890.0,13,-8.0,zero
2014,JAX,-1.0794196357330077,30,0.0645161290322581,32,3,0,0.0,3002.0,13,-10.0,zero
2014,LV,-1.0828481296712809,31,0.032258064516129,32,2,0,0.0,0.0,13,-11.0,zero
2014,DAL,-1.1594908483788628,32,0.0,32,1,0,0.0,1616.0,13,-12.0,zero
2015,GB,0.6406487898918152,8,0.7741935483870968,32,25,2,904.0,1028.0,3,22.0,double
2015,HOU,0.759706741297434,5,0.8709677419354839,32,28,1,1000.0,1710.0,2,26.0,single
2015,KC,0.8825770586071251,4,0.9032258064516128,32,29,1,900.0,1520.0,4,25.0,single
2015,BUF,1.4864992086703306,1,1.0,32,32,1,400.0,614.4,10,22.0,single
2015,SF,0.6878996350769855,6,0.8387096774193549,32,27,1,440.0,1585.0,8,19.0,single
2015,MIN,0.0983622153342012,15,0.5483870967741935,32,18,1,1250.0,1850.0,1,17.0,single
2015,DET,0.5892356236597494,9,0.7419354838709677,32,24,1,190.0,1210.0,14,10.0,single
2015,DAL,-0.2978359290530741,20,0.3870967741935484,32,13,1,680.0,1116.0,5,8.0,single
2015,IND,0.2311318256259956,13,0.6129032258064516,32,20,1,265.0,1033.0,13,7.0,single
2015,NE,0.1376211393233106,14,0.5806451612903225,32,19,1,270.0,972.0,12,7.0,single
2015,NYG,-0.4591201312431858,23,0.2903225806451612,32,10,1,580.0,2150.0,6,4.0,single
2015,PHI,-0.5844163834659349,25,0.2258064516129032,32,8,1,430.0,1450.0,9,-1.0,single
2015,PIT,-0.7357746873535318,27,0.1612903225806451,32,6,1,340.0,1275.0,11,-5.0,single
2015,ATL,-1.1119206984103531,32,0.0,32,1,1,480.0,2105.0,7,-6.0,single
2015,DEN,1.2555846684497294,2,0.967741935483871,32,31,0,0.0,1202.0,15,16.0,zero
2015,SEA,1.1702143315132798,3,0.935483870967742,32,30,0,0.0,563.0,15,15.0,zero
2015,CLE,0.6847372971749638,7,0.8064516129032258,32,26,0,0.0,2465.0,15,11.0,zero
2015,MIA,0.2962452946330559,10,0.7096774193548387,32,23,0,0.0,1546.0,15,8.0,zero
2015,CIN,0.2710853366169334,11,0.6774193548387097,32,22,0,0.0,1335.0,15,7.0,zero
2015,CAR,0.2326297849594845,12,0.6451612903225806,32,21,0,0.0,1302.0,15,6.0,zero
2015,BAL,0.0276412127287634,16,0.5161290322580645,32,17,0,0.0,1190.0,15,2.0,zero
2015,TEN,-0.0688749411098529,17,0.4838709677419355,32,16,0,0.0,3360.0,15,1.0,zero
2015,LAC,-0.1544660475444642,18,0.4516129032258065,32,15,0,0.0,0.0,15,0.0,zero
2015,NYJ,-0.2440391359323857,19,0.4193548387096774,32,14,0,0.0,2310.0,15,-1.0,zero
2015,LA,-0.3179141588371424,21,0.3548387096774194,32,12,0,0.0,0.0,15,-3.0,zero
2015,ARI,-0.4533170653842397,22,0.3225806451612903,32,11,0,0.0,1220.0,15,-4.0,zero
2015,TB,-0.4990819172636246,24,0.2580645161290322,32,9,0,0.0,3852.0,15,-6.0,zero
2015,NO,-0.5963506022364659,26,0.1935483870967742,32,7,0,0.0,2210.0,15,-8.0,zero
2015,JAX,-0.8521995733032246,28,0.1290322580645161,32,5,0,0.0,2995.0,15,-10.0,zero
2015,LV,-0.8769687296958619,29,0.0967741935483871,32,4,0,0.0,0.0,15,-11.0,zero
2015,WAS,-1.0902855363538229,30,0.0645161290322581,32,3,0,0.0,2340.0,15,-12.0,zero
2015,CHI,-1.109254626375998,31,0.032258064516129,32,2,0,0.0,2245.0,15,-13.0,zero
2016,CAR,1.4480126191413836,2,0.967741935483871,32,31,2,489.0,1109.0,8,23.0,double
2016,PIT,0.4580615598900652,9,0.7419354838709677,32,24,2,1040.0,1185.0,4,20.0,double
2016,NYG,-0.8294697656455361,29,0.0967741935483871,32,4,2,1535.0,2035.0,2,2.0,double
2016,CIN,1.294822269689411,3,0.935483870967742,32,30,1,740.0,1245.0,6,24.0,single
2016,KC,1.5262251739993695,1,1.0,32,32,1,220.0,834.0,14,18.0,single
2016,MIN,0.4375260960627534,10,0.7096774193548387,32,23,1,360.0,1172.0,9,14.0,single
2016,DEN,1.2731176793576475,4,0.9032258064516128,32,29,1,108.0,1084.0,17,12.0,single
2016,NE,0.4112364946255095,11,0.6774193548387097,32,22,1,300.0,636.0,11,11.0,single
2016,ATL,-0.1856076992801604,17,0.4838709677419355,32,16,1,950.0,1515.0,5,11.0,single
2016,TB,-0.2625164176369622,20,0.3870967741935484,32,13,1,1250.0,2070.0,3,10.0,single
2016,JAX,-0.481126325240034,23,0.2903225806451612,32,10,1,1700.0,2485.0,1,9.0,single
2016,ARI,0.3259684391526861,12,0.6451612903225806,32,21,1,132.0,816.0,16,5.0,single
2016,IND,-0.4470267310357546,21,0.3548387096774194,32,12,1,330.0,1410.0,10,2.0,single
2016,MIA,-0.5793956071201907,25,0.2258064516129032,32,8,1,520.0,1895.0,7,1.0,single
2016,WAS,-0.5192575242065656,24,0.2580645161290322,32,9,1,170.0,1320.0,15,-6.0,single
2016,SF,-1.0657193361926818,31,0.032258064516129,32,2,1,250.0,2410.0,13,-11.0,single
2016,NO,-1.719152904295897,32,0.0,32,1,1,292.0,1922.0,12,-11.0,single
2016,HOU,0.805535139366495,5,0.8709677419354839,32,28,0,0.0,1365.0,18,10.0,zero
2016,SEA,0.7002061323496398,6,0.8387096774193549,32,27,0,0.0,1150.0,18,9.0,zero
2016,GB,0.5455209089943708,7,0.8064516129032258,32,26,0,0.0,1250.0,18,8.0,zero
2016,NYJ,0.4925806699959394,8,0.7741935483870968,32,25,0,0.0,1415.0,18,7.0,zero
2016,LV,0.2780024865583062,13,0.6129032258064516,32,20,0,0.0,0.0,18,2.0,zero
2016,PHI,0.1355063680806348,14,0.5806451612903225,32,19,0,0.0,2825.2,18,1.0,zero
2016,LA,0.1117495650737254,15,0.5483870967741935,32,18,0,0.0,3134.0,18,0.0,zero
2016,BUF,-0.0030415568355444,16,0.5161290322580645,32,17,0,0.0,1555.0,18,-1.0,zero
2016,BAL,-0.2179759076388631,18,0.4516129032258065,32,15,0,0.0,2320.0,18,-3.0,zero
2016,TEN,-0.2576600833848625,19,0.4193548387096774,32,14,0,0.0,2450.0,18,-4.0,zero
2016,CHI,-0.4594961792866803,22,0.3225806451612903,32,11,0,0.0,1920.0,18,-7.0,zero
2016,LAC,-0.7431408798845315,26,0.1935483870967742,32,7,0,0.0,0.0,18,-11.0,zero
2016,DAL,-0.7624182373130577,27,0.1612903225806451,32,6,0,0.0,2615.0,18,-12.0,zero
2016,DET,-0.7942080155439772,28,0.1290322580645161,32,5,0,0.0,1560.0,18,-13.0,zero
2016,CLE,-0.9168584317966368,30,0.0645161290322581,32,3,0,0.0,1905.0,18,-15.0,zero
2017,NYJ,-0.7833794902623765,26,0.1935483870967742,32,7,2,2110.0,2305.0,1,6.0,double
2017,DAL,-0.0225066332369008,18,0.4516129032258065,32,15,2,432.0,1092.0,11,4.0,double
2017,PHI,-0.220473622034401,21,0.3548387096774194,32,12,2,574.0,1674.0,9,3.0,double
2017,IND,-0.7881611807448566,27,0.1612903225806451,32,6,2,1490.0,1680.0,3,3.0,double
2017,NO,-0.7917472116321634,28,0.1290322580645161,32,5,2,1730.0,2320.0,2,3.0,double
2017,GB,-0.7520190502061628,25,0.2258064516129032,32,8,2,872.0,1000.0,6,2.0,double
2017,BAL,0.4210189724387252,8,0.7741935483870968,32,25,1,1000.0,1650.0,4,21.0,single
2017,ARI,0.8287296001526747,4,0.9032258064516128,32,29,1,540.0,1798.0,10,19.0,single
2017,BUF,-0.0144489155712463,16,0.5161290322580645,32,17,1,680.0,1486.0,8,9.0,single
2017,TEN,-0.0927359093065644,19,0.4193548387096774,32,14,1,900.0,2830.0,5,9.0,single
2017,LA,0.3561446886530998,10,0.7096774193548387,32,23,1,136.0,841.0,17,6.0,single
2017,MIA,0.3375797383119724,11,0.6774193548387097,32,22,1,112.0,1252.0,19,3.0,single
2017,PIT,0.3201512360164983,12,0.6451612903225806,32,21,1,124.0,1028.0,18,3.0,single
2017,SEA,-0.0978875896422779,20,0.3870967741935484,32,13,1,140.0,1010.0,16,-3.0,single
2017,TB,-0.4919249342822056,24,0.2580645161290322,32,9,1,400.0,1445.0,12,-3.0,single
2017,CLE,-0.8948473152968875,29,0.0967741935483871,32,4,1,720.0,4360.0,7,-3.0,single
2017,WAS,-0.3719776692967851,23,0.2903225806451612,32,10,1,185.0,1545.0,15,-5.0,single
2017,CHI,-0.343161309712238,22,0.3225806451612903,32,11,1,70.0,3120.0,20,-9.0,single
2017,DET,-0.9503092900049162,30,0.0645161290322581,32,3,1,370.0,1286.0,13,-10.0,single
2017,SF,-1.0769309164263383,32,0.0,32,1,1,260.0,3060.0,14,-13.0,single
2017,DEN,2.071964140207794,1,1.0,32,32,0,0.0,1420.0,21,11.0,zero
2017,HOU,1.1093090710372426,2,0.967741935483871,32,31,0,0.0,1675.0,21,10.0,zero
2017,MIN,1.0105146141714565,3,0.935483870967742,32,30,0,0.0,806.0,21,9.0,zero
2017,CIN,0.6017146920212358,5,0.8709677419354839,32,28,0,0.0,1995.0,21,7.0,zero
2017,KC,0.4616675419396455,6,0.8387096774193549,32,27,0,0.0,1770.0,21,6.0,zero
2017,JAX,0.4220237477819026,7,0.8064516129032258,32,26,0,0.0,2610.0,21,5.0,zero
2017,NE,0.367338657812583,9,0.7419354838709677,32,24,0,0.0,381.0,21,3.0,zero
2017,ATL,0.1437226108278581,13,0.6129032258064516,32,20,0,0.0,953.0,21,-1.0,zero
2017,NYG,0.1306334113696121,14,0.5806451612903225,32,19,0,0.0,1265.0,21,-2.0,zero
2017,LAC,0.0776000660440073,15,0.5483870967741935,32,18,0,0.0,2255.0,21,-3.0,zero
2017,CAR,-0.0168271970438145,17,0.4838709677419355,32,16,0,0.0,2170.0,21,-5.0,zero
2017,LV,-0.950774554086175,31,0.032258064516129,32,2,0,0.0,0.0,21,-19.0,zero
2018,CAR,-0.2193169129195816,21,0.3548387096774194,32,12,2,515.0,1255.0,7,5.0,double
2018,GB,-1.0457233690404426,29,0.0967741935483871,32,4,2,1350.0,1500.0,2,2.0,double
2018,LAC,1.0857444632631688,2,0.967741935483871,32,31,1,950.0,1540.0,4,27.0,single
2018,MIN,0.9404767852742248,3,0.935483870967742,32,30,1,620.0,996.0,6,24.0,single
2018,JAX,1.41132514720365,1,1.0,32,32,1,128.0,1060.0,14,18.0,single
2018,CIN,0.5592720052596566,8,0.7741935483870968,32,25,1,360.0,1365.0,9,16.0,single
2018,PIT,0.369780284582242,12,0.6451612903225806,32,21,1,660.0,1170.0,5,16.0,single
2018,PHI,0.5841250607362409,6,0.8387096774193549,32,27,1,47.0,499.0,15,12.0,single
2018,TEN,0.4880094753959604,10,0.7096774193548387,32,23,1,30.6,1300.6,16,7.0,single
2018,ATL,0.0607604369790931,17,0.4838709677419355,32,16,1,320.0,1160.0,11,5.0,single
2018,CLE,-0.7812519305851952,27,0.1612903225806451,32,6,1,1800.0,5380.0,1,5.0,single
2018,DET,0.0690809646697401,16,0.5161290322580645,32,17,1,180.0,1500.0,13,4.0,single
2018,MIA,-0.7339033636015745,26,0.1935483870967742,32,7,1,1250.0,1955.0,3,4.0,single
2018,NE,-0.2894060392455074,22,0.3225806451612903,32,11,1,340.0,1700.0,10,1.0,single
2018,TB,-1.277340772847572,31,0.032258064516129,32,2,1,370.0,2090.0,8,-6.0,single
2018,HOU,-1.002584661531582,28,0.1290322580645161,32,5,1,250.0,548.0,12,-7.0,single
2018,BAL,0.9393271521870704,4,0.9032258064516128,32,29,0,0.0,1485.0,17,12.0,zero
2018,SEA,0.6686391598129826,5,0.8709677419354839,32,28,0,0.0,929.0,17,11.0,zero
2018,ARI,0.5774930864663047,7,0.8064516129032258,32,26,0,0.0,1842.0,17,9.0,zero
2018,LA,0.5110699153315609,9,0.7419354838709677,32,24,0,0.0,255.5,17,7.0,zero
2018,BUF,0.4214254415502519,11,0.6774193548387097,32,22,0,0.0,2616.0,17,5.0,zero
2018,CHI,0.3300855932010038,13,0.6129032258064516,32,20,0,0.0,2300.0,17,3.0,zero
2018,DAL,0.3110085252500078,14,0.5806451612903225,32,19,0,0.0,1460.0,17,2.0,zero
2018,WAS,0.2742242844473964,15,0.5483870967741935,32,18,0,0.0,1680.0,17,1.0,zero
2018,NO,0.0217590453946977,18,0.4516129032258065,32,15,0,0.0,1281.0,17,-2.0,zero
2018,DEN,-0.0360995365793003,19,0.4193548387096774,32,14,0,0.0,2435.0,17,-3.0,zero
2018,KC,-0.1199364587116039,20,0.3870967741935484,32,13,0,0.0,755.0,17,-4.0,zero
2018,SF,-0.4104795049738291,23,0.2903225806451612,32,10,0,0.0,2050.0,17,-7.0,zero
2018,NYJ,-0.6009535498664735,24,0.2580645161290322,32,9,0,0.0,2510.0,17,-8.0,zero
2018,NYG,-0.6764603565716527,25,0.2258064516129032,32,8,0,0.0,3420.0,17,-9.0,zero
2018,LV,-1.060685823247197,30,0.0645161290322581,32,3,0,0.0,0.0,17,-14.0,zero
2018,IND,-1.3694645472837368,32,0.0,32,1,0,0.0,2670.0,17,-16.0,zero
2019,CLE,0.4527709200104498,7,0.8064516129032258,32,26,2,496.0,686.0,6,20.0,double
2019,LA,-0.2995510913875993,21,0.3548387096774194,32,12,2,487.0,727.0,7,5.0,double
2019,TB,-1.382213624970188,31,0.032258064516129,32,2,2,634.0,2334.0,2,0.0,double
2019,NO,-0.4112233818872554,27,0.1612903225806451,32,6,2,104.6,524.6,15,-9.0,double
2019,ARI,0.559805311354003,6,0.8387096774193549,32,27,1,580.0,3864.0,4,23.0,single
2019,IND,0.2679485626168641,9,0.7419354838709677,32,24,1,560.0,1280.0,5,19.0,single
2019,CHI,1.8713225004682408,1,1.0,32,32,1,9.4,280.4,17,15.0,single
2019,NE,0.2630487301449891,10,0.7096774193548387,32,23,1,450.0,1245.0,8,15.0,single
2019,LAC,0.1727006643541249,12,0.6451612903225806,32,21,1,300.0,1096.0,11,10.0,single
2019,HOU,0.0588845868634327,13,0.6129032258064516,32,20,1,360.0,1470.0,10,10.0,single
2019,GB,-0.3096507015180809,22,0.3225806451612903,32,11,1,800.0,2460.0,1,10.0,single
2019,PIT,0.1914633461413764,11,0.6774193548387097,32,22,1,175.0,1735.0,14,8.0,single
2019,KC,-0.0502270782527254,15,0.5483870967741935,32,18,1,276.0,786.0,12,6.0,single
2019,NYG,-0.5373821348762636,28,0.1290322580645161,32,5,1,620.0,3170.0,3,2.0,single
2019,ATL,-0.1033014485205885,16,0.5161290322580645,32,17,1,72.0,1772.0,16,1.0,single
2019,SEA,-0.3418204099038059,23,0.2903225806451612,32,10,1,430.0,1340.0,9,1.0,single
2019,DET,-0.3565076381587982,24,0.2580645161290322,32,9,1,185.0,2055.0,13,-4.0,single
2019,BUF,1.332194281581068,2,0.967741935483871,32,31,0,0.0,2090.0,18,13.0,zero
2019,BAL,1.2858145438651527,3,0.935483870967742,32,30,0,0.0,1013.0,18,12.0,zero
2019,JAX,0.921771331976096,4,0.9032258064516128,32,29,0,0.0,2295.0,18,11.0,zero
2019,MIN,0.9159299736623456,5,0.8709677419354839,32,28,0,0.0,1392.0,18,10.0,zero
2019,TEN,0.3222314670502471,8,0.7741935483870968,32,25,0,0.0,1445.0,18,7.0,zero
